55104:
 num     #instances         #bytes  class name (module)
2090:             1             16  java.util.stream.Nodes$EmptyNode$OfInt (java.base@17.0.18)
2091:             1             16  java.util.stream.Nodes$EmptyNode$OfLong (java.base@17.0.18)
2092:             1             16  java.util.stream.Nodes$EmptyNode$OfRef (java.base@17.0.18)
2093:             1             16  java.util.zip.ZipFile$1 (java.base@17.0.18)
2094:             1             16  javax.crypto.CryptoAllPermissionCollection (java.base@17.0.18)
2095:             1             16  javax.crypto.JceSecurityManager (java.base@17.0.18)
2096:             1             16  javax.imageio.spi.IIORegistry (java.desktop@17.0.18)
2097:             1             16  javax.net.DefaultSocketFactory (java.base@17.0.18)
2098:             1             16  javax.swing.KeyStroke$1 (java.desktop@17.0.18)
2099:             1             16  javax.swing.event.EventListenerList (java.desktop@17.0.18)
2100:             1             16  jdk.internal.icu.impl.Norm2AllModes$DecomposeNormalizer2 (java.base@17.0.18)
2101:             1             16  jdk.internal.icu.impl.Norm2AllModes$NoopNormalizer2 (java.base@17.0.18)
2102:             1             16  jdk.internal.icu.impl.NormalizerImpl$IsAcceptable (java.base@17.0.18)
2103:             1             16  jdk.internal.icu.text.NormalizerBase$ModeImpl (java.base@17.0.18)
2104:             1             16  jdk.internal.icu.text.NormalizerBase$NFCMode (java.base@17.0.18)
2105:             1             16  jdk.internal.icu.text.NormalizerBase$NFDMode (java.base@17.0.18)
2106:             1             16  jdk.internal.icu.text.NormalizerBase$NFKCMode (java.base@17.0.18)
2107:             1             16  jdk.internal.icu.text.NormalizerBase$NFKDMode (java.base@17.0.18)
2108:             1             16  jdk.internal.icu.text.NormalizerBase$NONEMode (java.base@17.0.18)
2109:             1             16  jdk.internal.icu.util.CodePointTrie$Data16 (java.base@17.0.18)
2110:             1             16  jdk.internal.icu.util.VersionInfo (java.base@17.0.18)
2111:             1             16  jdk.internal.jimage.ImageReaderFactory$1 (java.base@17.0.18)
2112:             1             16  jdk.internal.jimage.ImageStringsReader (java.base@17.0.18)
2113:             1             16  jdk.internal.jimage.decompressor.Decompressor (java.base@17.0.18)
2114:             1             16  jdk.internal.logger.LazyLoggers$1 (java.base@17.0.18)
2115:             1             16  jdk.internal.logger.LazyLoggers$LazyLoggerFactories (java.base@17.0.18)
2116:             1             16  jdk.internal.math.FloatingDecimal$1 (java.base@17.0.18)
2117:             1             16  jdk.internal.misc.ScopedMemoryAccess (java.base@17.0.18)
2118:             1             16  jdk.internal.misc.TerminatingThreadLocal$1 (java.base@17.0.18)
2119:             1             16  jdk.internal.misc.ThreadTracker (java.base@17.0.18)
2120:             1             16  jdk.internal.misc.Unsafe (java.base@17.0.18)
2121:             1             16  jdk.internal.module.ArchivedBootLayer (java.base@17.0.18)
2122:             1             16  jdk.internal.module.ModuleLoaderMap$Mapper (java.base@17.0.18)
2123:             1             16  jdk.internal.module.ModulePatcher (java.base@17.0.18)
2124:             1             16  jdk.internal.module.ModuleTarget (java.base@17.0.18)
2125:             1             16  jdk.internal.perf.Perf (java.base@17.0.18)
2126:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor1 (java.base@17.0.18)
2127:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor10
2128:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor11
2129:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor12
2130:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor13
2131:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor14
2132:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor15 (java.base@17.0.18)
2133:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor2 (java.base@17.0.18)
2134:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor3 (java.base@17.0.18)
2135:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor4 (java.base@17.0.18)
2136:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor5 (java.base@17.0.18)
2137:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor6 (java.base@17.0.18)
2138:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor7 (java.base@17.0.18)
2139:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor8 (java.base@17.0.18)
2140:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor9
2141:             1             16  jdk.internal.reflect.ReflectionFactory (java.base@17.0.18)
2142:             1             16  jdk.proxy1.$Proxy0 (jdk.proxy1)
2143:             1             16  jdk.proxy1.$Proxy3 (jdk.proxy1)
2144:             1             16  jdk.xml.internal.SecuritySupport$$Lambda$334/0x000000080027fdc0 (java.xml@17.0.18)
2145:             1             16  kotlin.Result$Companion
2146:             1             16  kotlin.Result$Failure
2147:             1             16  kotlin.SafePublicationLazyImpl$Companion
2148:             1             16  kotlin.UNINITIALIZED_VALUE
2149:             1             16  kotlin.Unit
2150:             1             16  kotlin.collections.AbstractList$Companion
2151:             1             16  kotlin.collections.ArrayDeque$Companion
2152:             1             16  kotlin.collections.EmptyIterator
2153:             1             16  kotlin.collections.EmptyList
2154:             1             16  kotlin.collections.EmptyMap
2155:             1             16  kotlin.collections.EmptySet
2156:             1             16  kotlin.collections.builders.ListBuilder$Companion
2157:             1             16  kotlin.collections.builders.MapBuilder$Companion
2158:             1             16  kotlin.collections.builders.SetBuilder$Companion
2159:             1             16  kotlin.coroutines.ContinuationInterceptor$Key
2160:             1             16  kotlin.coroutines.CoroutineContext$DefaultImpls$$Lambda$118/0x000000080020c370
2161:             1             16  kotlin.coroutines.EmptyCoroutineContext
2162:             1             16  kotlin.coroutines.jvm.internal.CompletedContinuation
2163:             1             16  kotlin.jvm.internal.CallableReference$NoReceiver
2164:             1             16  kotlin.jvm.internal.ClassReference$Companion
2165:             1             16  kotlin.jvm.internal.ReflectionFactory
2166:             1             16  kotlin.ranges.IntProgression$Companion
2167:             1             16  kotlin.ranges.IntRange$Companion
2168:             1             16  kotlin.sequences.ConstrainedOnceSequence
2169:             1             16  kotlin.sequences.SequencesKt__SequencesKt$asSequence$$inlined$Sequence$1
2170:             1             16  kotlin.text.Charsets
2171:             1             16  kotlin.text.LinesIterator$State
2172:             1             16  kotlin.text.Regex$Companion
2173:             1             16  kotlin.text.StringsKt__IndentKt$$Lambda$203/0x00000008002b5040
2174:             1             16  kotlinx.coroutines.Active
2175:             1             16  kotlinx.coroutines.CoroutineContextKt$$Lambda$137/0x0000000800228200
2176:             1             16  kotlinx.coroutines.CoroutineDispatcher$Key$$Lambda$116/0x0000000800209da0
2177:             1             16  kotlinx.coroutines.Dispatchers
2178:             1             16  kotlinx.coroutines.DisposeOnCancel
2179:             1             16  kotlinx.coroutines.ExecutorCoroutineDispatcher$Key$$Lambda$117/0x000000080020a1c0
2180:             1             16  kotlinx.coroutines.GlobalScope
2181:             1             16  kotlinx.coroutines.Job$Key
2182:             1             16  kotlinx.coroutines.NonDisposableHandle
2183:             1             16  kotlinx.coroutines.ThreadLocalEventLoop
2184:             1             16  kotlinx.coroutines.Unconfined
2185:             1             16  kotlinx.coroutines.UndispatchedMarker
2186:             1             16  kotlinx.coroutines.channels.Channel$Factory
2187:             1             16  kotlinx.coroutines.channels.ChannelResult$Companion
2188:             1             16  kotlinx.coroutines.channels.ChannelResult$Failed
2189:             1             16  kotlinx.coroutines.flow.FlowKt__ZipKt$nullArrayFactory$1
2190:             1             16  kotlinx.coroutines.flow.SharingStarted$Companion
2191:             1             16  kotlinx.coroutines.flow.StartedEagerly
2192:             1             16  kotlinx.coroutines.flow.StartedLazily
2193:             1             16  kotlinx.coroutines.flow.internal.NoOpContinuation
2194:             1             16  kotlinx.coroutines.flow.internal.SafeCollector$$Lambda$144/0x0000000800235500
2195:             1             16  kotlinx.coroutines.flow.internal.SendingCollector
2196:             1             16  kotlinx.coroutines.internal.LockFreeTaskQueue
2197:             1             16  kotlinx.coroutines.internal.LockFreeTaskQueueCore$Companion
2198:             1             16  kotlinx.coroutines.internal.ResizableAtomicArray
2199:             1             16  kotlinx.coroutines.internal.ThreadContextKt$$Lambda$138/0x000000080022aa90
2200:             1             16  kotlinx.coroutines.internal.ThreadContextKt$$Lambda$139/0x000000080022aca8
2201:             1             16  kotlinx.coroutines.internal.ThreadContextKt$$Lambda$140/0x000000080022b0c8
2202:             1             16  kotlinx.coroutines.scheduling.CoroutineScheduler$Companion
2203:             1             16  kotlinx.coroutines.scheduling.DefaultIoScheduler
2204:             1             16  kotlinx.coroutines.scheduling.NanoTimeSource
2205:             1             16  kotlinx.coroutines.scheduling.UnlimitedIoScheduler
2206:             1             16  kotlinx.serialization.descriptors.PrimitiveKind$STRING
2207:             1             16  kotlinx.serialization.descriptors.StructureKind$CLASS
2208:             1             16  kotlinx.serialization.descriptors.StructureKind$LIST
2209:             1             16  kotlinx.serialization.descriptors.StructureKind$MAP
2210:             1             16  kotlinx.serialization.encoding.CompositeDecoder$Companion
2211:             1             16  kotlinx.serialization.internal.StringSerializer
2212:             1             16  kotlinx.serialization.json.internal.CharMappings
2213:             1             16  mihon.desktop.DesktopRuntime$$Lambda$162/0x0000000800293348
2214:             1             16  mihon.desktop.DesktopRuntime$$Lambda$164/0x0000000800296658
2215:             1             16  mihon.desktop.DesktopRuntime$Companion
2216:             1             16  mihon.desktop.DesktopRuntimeFactory
2217:             1             16  mihon.desktop.DesktopRuntimeFactory$$Lambda$131/0x0000000800226790
2218:             1             16  mihon.desktop.DesktopRuntimeFactory$$Lambda$132/0x00000008002269b0
2219:             1             16  mihon.desktop.DesktopRuntimeFactory$$Lambda$133/0x0000000800226dd8
2220:             1             16  mihon.desktop.DesktopRuntimeFactory$$Lambda$134/0x0000000800226ff8
2221:             1             16  mihon.desktop.DesktopRuntimeFactory$$Lambda$135/0x0000000800227218
2222:             1             16  mihon.desktop.DesktopRuntimeFactory$$Lambda$159/0x00000008002907e0
2223:             1             16  mihon.desktop.DesktopRuntimeFactory$$Lambda$160/0x0000000800290a00
2224:             1             16  mihon.desktop.DesktopRuntimeFactory$$Lambda$65/0x0000000800121500
2225:             1             16  mihon.desktop.DesktopRuntimeFactory$$Lambda$66/0x0000000800121720
2226:             1             16  mihon.desktop.DesktopRuntimeFactory$$Lambda$67/0x0000000800121b38
2227:             1             16  mihon.desktop.DesktopRuntimeFactory$$Lambda$86/0x00000008001352d0
2228:             1             16  mihon.desktop.MainKt$$Lambda$165/0x0000000800297420
2229:             1             16  mihon.desktop.MainKt$$Lambda$166/0x0000000800297638
2230:             1             16  mihon.desktop.category.DesktopCategoryService$special$$inlined$map$1
2231:             1             16  mihon.desktop.category.DesktopCategoryService$special$$inlined$map$1$2
2232:             1             16  mihon.desktop.cli.CoreMemoryHighWater$$Lambda$225/0x00000008002bb150
2233:             1             16  mihon.desktop.cli.CoreMemoryHighWater$$Lambda$226/0x00000008002bbc80
2234:             1             16  mihon.desktop.cli.DesktopCommand$BackgroundBackup
2235:             1             16  mihon.desktop.cli.DesktopCommand$BackgroundUpdate
2236:             1             16  mihon.desktop.cli.DesktopCommand$FoundationSmoke
2237:             1             16  mihon.desktop.cli.DesktopCommand$Help
2238:             1             16  mihon.desktop.cli.DesktopCommand$LaunchUi
2239:             1             16  mihon.desktop.cli.DesktopCommand$ListLibraryJson
2240:             1             16  mihon.desktop.cli.DesktopCommand$RemoveBackgroundTasks
2241:             1             16  mihon.desktop.cli.DesktopCommand$Version
2242:             1             16  mihon.desktop.cli.DesktopCommandParser
2243:             1             16  mihon.desktop.cli.DesktopCommandRunner$$Lambda$167/0x0000000800297c58
2244:             1             16  mihon.desktop.cli.DesktopCommandRunner$Companion
2245:             1             16  mihon.desktop.cli.DesktopCommandRunnerKt$$Lambda$168/0x000000080029ab10
2246:             1             16  mihon.desktop.cli.DesktopCommandRunnerKt$$Lambda$173/0x000000080029e840
2247:             1             16  mihon.desktop.cli.PackagedReaderVerifier$$Lambda$224/0x00000008002baf30
2248:             1             16  mihon.desktop.cli.PackagedReaderVerifier$$Lambda$367/0x0000000800396cb8
2249:             1             16  mihon.desktop.cli.ReaderFixtureFileRecord$$serializer
2250:             1             16  mihon.desktop.cli.ReaderFixtureFileRecord$Companion
2251:             1             16  mihon.desktop.cli.ReaderFixtureManifest$$Lambda$169/0x000000080029b320
2252:             1             16  mihon.desktop.cli.ReaderFixtureManifest$$serializer
2253:             1             16  mihon.desktop.cli.ReaderFixtureManifest$Companion
2254:             1             16  mihon.desktop.cli.ReaderProgressRow$Companion
2255:             1             16  mihon.desktop.cli.ReaderSoak
2256:             1             16  mihon.desktop.cli.ReaderSoakSample$$serializer
2257:             1             16  mihon.desktop.cli.ReaderSoakSample$Companion
2258:             1             16  mihon.desktop.download.DesktopDownloader$$Lambda$136/0x0000000800227438
2259:             1             16  mihon.desktop.download.DownloadCacheCleaner$Companion
2260:             1             16  mihon.desktop.download.DownloadDiskProvider$$Lambda$87/0x0000000800135b08
2261:             1             16  mihon.desktop.download.DownloadDiskProvider$Companion
2262:             1             16  mihon.desktop.download.DownloadStore$$Lambda$88/0x0000000800137ae0
2263:             1             16  mihon.desktop.extension.DesktopCookieStore$$Lambda$89/0x00000008001c4408
2264:             1             16  mihon.desktop.extension.DesktopCookieStore$Companion
2265:             1             16  mihon.desktop.extension.DesktopExtensionInstaller$$Lambda$121/0x0000000800213048
2266:             1             16  mihon.desktop.extension.DesktopExtensionInstaller$Companion
2267:             1             16  mihon.desktop.extension.DesktopNetworkHelper$Companion
2268:             1             16  mihon.desktop.extension.DesktopNetworkSettingsStore
2269:             1             16  mihon.desktop.extension.DesktopSourceManager$$Lambda$123/0x0000000800219660
2270:             1             16  mihon.desktop.extension.DesktopSourceManager$$Lambda$124/0x000000080021ad28
2271:             1             16  mihon.desktop.extension.DesktopSourceManager$Companion
2272:             1             16  mihon.desktop.extension.ExtensionSignatureVerifier
2273:             1             16  mihon.desktop.extension.ExtensionSignatureVerifier$Companion
2274:             1             16  mihon.desktop.extension.ExtensionStoreService$$Lambda$122/0x0000000800219008
2275:             1             16  mihon.desktop.extension.ExtensionStoreService$Companion
2276:             1             16  mihon.desktop.extension.ExtensionTrustStore$$Lambda$120/0x0000000800212e30
2277:             1             16  mihon.desktop.extension.ExtensionTrustStore$Companion
2278:             1             16  mihon.desktop.extension.OnlineMangaSyncService$$Lambda$126/0x000000080021b568
2279:             1             16  mihon.desktop.extension.WindowsExtensionProcessManager$$Lambda$119/0x0000000800210a60
2280:             1             16  mihon.desktop.extension.builtin.BundledLocalSource$Companion
2281:             1             16  mihon.desktop.history.HistoryGrouper
2282:             1             16  mihon.desktop.i18n.AppLanguage$Companion
2283:             1             16  mihon.desktop.image.DesktopImageLoader$Companion
2284:             1             16  mihon.desktop.library.backup.AndroidBackupCodec$$Lambda$54/0x00000008001193f8
2285:             1             16  mihon.desktop.library.backup.AndroidBackupCodec$Companion
2286:             1             16  mihon.desktop.library.backup.AndroidBackupValidator
2287:             1             16  mihon.desktop.library.backup.AndroidBackupValidator$Companion
2288:             1             16  mihon.desktop.library.backup.ImportCheckpoint$Companion
2289:             1             16  mihon.desktop.library.backup.ImportCheckpoint$Companion$$Lambda$55/0x000000080011a658
2290:             1             16  mihon.desktop.library.backup.SupportedPreferencePolicy$Companion
2291:             1             16  mihon.desktop.library.db.DesktopLibraryDatabase$Companion
2292:             1             16  mihon.desktop.library.db.DesktopLibraryDatabaseFactory
2293:             1             16  mihon.desktop.library.db.DesktopLibraryDatabaseFactory$$Lambda$40/0x000000080010d968
2294:             1             16  mihon.desktop.library.db.DesktopLibraryDatabaseFactory$$Lambda$48/0x000000080010f248
2295:             1             16  mihon.desktop.library.db.LibraryQueries
2296:             1             16  mihon.desktop.library.db.LibraryQueries$$Lambda$141/0x000000080022ede8
2297:             1             16  mihon.desktop.library.db.LibraryQueries$$Lambda$149/0x000000080023fdb8
2298:             1             16  mihon.desktop.library.db.LibraryQueries$$Lambda$191/0x00000008002ad300
2299:             1             16  mihon.desktop.library.db.LibraryQueries$$Lambda$193/0x00000008002ad738
2300:             1             16  mihon.desktop.library.db.LibraryQueries$$Lambda$199/0x00000008002af008
2301:             1             16  mihon.desktop.library.db.LibraryQueries$$Lambda$202/0x00000008002af878
2302:             1             16  mihon.desktop.library.db.LibraryQueries$$Lambda$205/0x00000008002b5478
2303:             1             16  mihon.desktop.library.db.LibraryQueries$$Lambda$208/0x00000008002b5ce0
2304:             1             16  mihon.desktop.library.db.LibraryQueries$$Lambda$210/0x00000008002b6120
2305:             1             16  mihon.desktop.library.db.LibraryQueries$$Lambda$213/0x00000008002b73f0
2306:             1             16  mihon.desktop.library.db.LibraryQueries$$Lambda$215/0x00000008002b7a38
2307:             1             16  mihon.desktop.library.db.LibraryQueries$$Lambda$356/0x000000080038b750
2308:             1             16  mihon.desktop.library.db.LibraryQueries$$Lambda$358/0x000000080038bb88
2309:             1             16  mihon.desktop.library.db.LibraryQueries$$Lambda$60/0x000000080011d658
2310:             1             16  mihon.desktop.library.db.SqlDelightLibraryRepository$observeCategories$$inlined$map$1
2311:             1             16  mihon.desktop.library.db.SqlDelightLibraryRepository$observeCategories$$inlined$map$1$2
2312:             1             16  mihon.desktop.library.db.SqlDelightLibraryRepository$observeHistory$$inlined$map$1
2313:             1             16  mihon.desktop.library.db.SqlDelightLibraryRepository$observeHistory$$inlined$map$1$2
2314:             1             16  mihon.desktop.library.db.desktoplibrarydata.DesktopLibraryDatabaseImpl$Schema
2315:             1             16  mihon.desktop.library.local.LocalDosReparseReader$Companion
2316:             1             16  mihon.desktop.library.local.LocalDosReparseReader$Companion$$Lambda$57/0x000000080011bb18
2317:             1             16  mihon.desktop.library.local.LocalFileFaults$Companion
2318:             1             16  mihon.desktop.library.local.LocalFileFaults$Companion$NONE$1
2319:             1             16  mihon.desktop.library.local.LocalImportCheckpoint$Companion
2320:             1             16  mihon.desktop.library.local.LocalImportCheckpoint$Companion$NONE$1
2321:             1             16  mihon.desktop.library.local.LocalImportScannerKt$$Lambda$176/0x00000008002a4d38
2322:             1             16  mihon.desktop.library.local.LocalImportScannerKt$$Lambda$63/0x0000000800120200
2323:             1             16  mihon.desktop.library.local.LocalImportStager$$Lambda$58/0x000000080011e258
2324:             1             16  mihon.desktop.library.local.LocalImportStagerKt$$Lambda$180/0x00000008002a5db0
2325:             1             16  mihon.desktop.library.local.LocalScannerEntryFaults$Companion
2326:             1             16  mihon.desktop.library.local.LocalScannerEntryFaults$Companion$$Lambda$56/0x000000080011b508
2327:             1             16  mihon.desktop.library.local.LocalStagingCheckpoint$Companion
2328:             1             16  mihon.desktop.library.local.LocalStagingCheckpoint$Companion$$Lambda$59/0x000000080011e868
2329:             1             16  mihon.desktop.library.update.LibraryUpdateStateStore
2330:             1             16  mihon.desktop.platform.DesktopProfileDirectories
2331:             1             16  mihon.desktop.platform.DesktopProfileLock$Companion
2332:             1             16  mihon.desktop.platform.NativeBackgroundProcessRunner
2333:             1             16  mihon.desktop.platform.PortableUpdateGuard
2334:             1             16  mihon.desktop.platform.WindowsCredentialStore
2335:             1             16  mihon.desktop.platform.WindowsCredentialStore$$Lambda$142/0x0000000800233cb0
2336:             1             16  mihon.desktop.preferences.DesktopPreferenceStore
2337:             1             16  mihon.desktop.reader.DesktopReaderContentPipeline$Companion
2338:             1             16  mihon.desktop.reader.DesktopReaderFactory$$Lambda$127/0x000000080021d128
2339:             1             16  mihon.desktop.reader.DesktopReaderSettingsStore
2340:             1             16  mihon.desktop.reader.DesktopReaderSettingsStore$Companion
2341:             1             16  mihon.desktop.reader.codec.CodecWorkerProtocol
2342:             1             16  mihon.desktop.reader.codec.CodecWorkerProtocol$$Lambda$245/0x00000008002e3c48
2343:             1             16  mihon.desktop.reader.codec.CodecWorkerProtocol$$Lambda$246/0x00000008002e6428
2344:             1             16  mihon.desktop.reader.codec.PackagedCodecPageDecoder$$Lambda$249/0x00000008002e6ee8
2345:             1             16  mihon.desktop.reader.codec.PackagedCodecPageDecoder$Companion
2346:             1             16  mihon.desktop.reader.codec.PackagedReaderCodec
2347:             1             16  mihon.desktop.reader.codec.ProcessCodecCommandRunner
2348:             1             16  mihon.desktop.reader.codec.ProcessCodecCommandRunner$$Lambda$360/0x000000080038e688
2349:             1             16  mihon.desktop.security.PinHasher
2350:             1             16  mihon.desktop.stats.DesktopStatsService$$Lambda$155/0x000000080028f208
2351:             1             16  mihon.desktop.track.AniListTracker$Companion
2352:             1             16  mihon.desktop.track.DesktopTrackerManager$Companion
2353:             1             16  mihon.desktop.track.KitsuTracker$Companion
2354:             1             16  mihon.desktop.track.OfflineTrackingQueue$$Lambda$154/0x000000080028b070
2355:             1             16  mihon.desktop.track.ShikimoriTracker$Companion
2356:             1             16  mihon.desktop.track.SuwayomiTracker$Companion
2357:             1             16  mihon.desktop.track.TrackStatus$$Lambda$153/0x0000000800288d90
2358:             1             16  mihon.desktop.track.TrackStatus$Companion
2359:             1             16  mihon.desktop.track.TrackerApiSupportKt$$Lambda$152/0x0000000800281208
2360:             1             16  mihon.desktop.ui.reader.ComposeTileBridge$$Lambda$129/0x0000000800225918
2361:             1             16  mihon.desktop.ui.reader.ComposeTileBridge$Companion
2362:             1             16  mihon.desktop.ui.reader.DefaultComposeImageConverter
2363:             1             16  mihon.desktop.ui.reader.IntrinsicPageSizeCache$Companion
2364:             1             16  mihon.desktop.updates.DesktopAppUpdateService$$Lambda$161/0x0000000800292870
2365:             1             16  mihon.desktop.updates.DesktopAppUpdateService$Companion
2366:             1             16  mihon.desktop.window.WindowPlacement$Companion
2367:             1             16  mihon.reader.cache.WeightedTileCache$Companion
2368:             1             16  mihon.reader.image.ApngPageDecoder
2369:             1             16  mihon.reader.image.ApngPageDecoder$Companion
2370:             1             16  mihon.reader.image.CompositePageDecoder$Companion
2371:             1             16  mihon.reader.image.ImageFormatDetector
2372:             1             16  mihon.reader.image.ImageIoPageDecoder
2373:             1             16  mihon.reader.image.ImageIoPageDecoder$$Lambda$264/0x00000008002ef770
2374:             1             16  mihon.reader.image.ImageIoPageDecoder$Companion
2375:             1             16  mihon.reader.layout.NaturalPageComparator
2376:             1             16  mihon.reader.memory.BoundedReaderMemoryBudget$$Lambda$130/0x0000000800225b30
2377:             1             16  mihon.reader.prefetch.PageLoadPriority$Key
2378:             1             16  mihon.reader.prefetch.PrefetchPolicy
2379:             1             16  mihon.reader.session.AnimationCoordinator$Companion
2380:             1             16  mihon.reader.session.AtomicReaderGenerationSource
2381:             1             16  mihon.reader.session.AtomicReaderGenerationSource$$Lambda$340/0x000000080033e200
2382:             1             16  mihon.reader.session.DefaultReaderSession$$Lambda$339/0x0000000800338900
2383:             1             16  mihon.reader.session.DefaultReaderSession$Companion
2384:             1             16  mihon.reader.session.DefaultReaderSession$ReaderLayoutPolicy
2385:             1             16  mihon.reader.session.ProgressDebouncer$Companion
2386:             1             16  mihon.reader.session.ReaderAction$Next
2387:             1             16  mihon.reader.session.ReaderAction$Previous
2388:             1             16  mihon.reader.session.ReaderLoadState$Closed
2389:             1             16  mihon.reader.session.ReaderLoadState$Idle
2390:             1             16  mihon.reader.session.ReaderLoadState$Ready
2391:             1             16  mihon.reader.session.ReaderState$Companion
2392:             1             16  mihon.reader.source.$Proxy4
2393:             1             16  mihon.reader.source.EpubChapterSource$Companion
2394:             1             16  mihon.reader.source.ImageEntryPolicy
2395:             1             16  mihon.reader.source.LocalChapterSourceFactory$$Lambda$128/0x000000080021e920
2396:             1             16  mihon.reader.source.ManagedChapterSource$$Lambda$239/0x00000008002db880
2397:             1             16  mihon.reader.source.ManagedChapterSource$$Lambda$240/0x00000008002e11d0
2398:             1             16  mihon.reader.source.RarChapterSource$$Lambda$329/0x000000080032dd38
2399:             1             16  mihon.reader.source.SecureLocalPath$$Lambda$227/0x00000008002beb00
2400:             1             16  mihon.reader.source.SecureLocalPath$Companion
2401:             1             16  mihon.reader.source.SecureXml
2402:             1             16  mihon.reader.source.SecureXml$$Lambda$337/0x00000008003373a8
2403:             1             16  mihon.reader.source.SourceSupportKt$$Lambda$255/0x00000008002ec520
2404:             1             16  mihon.reader.source.SourceSupportKt$$Lambda$256/0x00000008002ec738
2405:             1             16  mihon.reader.source.TarChapterSource$Companion
2406:             1             16  mihon.reader.source.WindowsFileFunctions$Companion
2407:             1             16  mihon.reader.source.WindowsNativePathAccess
2408:             1             16  okhttp3.Authenticator$Companion
2409:             1             16  okhttp3.Authenticator$Companion$AuthenticatorNone
2410:             1             16  okhttp3.CertificatePinner$Companion
2411:             1             16  okhttp3.CipherSuite$Companion
2412:             1             16  okhttp3.CipherSuite$Companion$ORDER_BY_NAME$1
2413:             1             16  okhttp3.ConnectionSpec$Companion
2414:             1             16  okhttp3.CookieJar$Companion
2415:             1             16  okhttp3.CookieJar$Companion$NoCookies
2416:             1             16  okhttp3.Dns$Companion
2417:             1             16  okhttp3.Dns$Companion$SYSTEM$1
2418:             1             16  okhttp3.EventListener$Companion
2419:             1             16  okhttp3.EventListener$Companion$NONE$1
2420:             1             16  okhttp3.MediaType$Companion
2421:             1             16  okhttp3.OkHttpClient$Companion
2422:             1             16  okhttp3.Protocol$Companion
2423:             1             16  okhttp3.TlsVersion$Companion
2424:             1             16  okhttp3.internal.authenticator.JavaNetAuthenticator
2425:             1             16  okhttp3.internal.concurrent.TaskRunner$Companion
2426:             1             16  okhttp3.internal.concurrent.TaskRunner$RealBackend
2427:             1             16  okhttp3.internal.concurrent.TaskRunner$runnable$1
2428:             1             16  okhttp3.internal.connection.ConnectionListener$Companion
2429:             1             16  okhttp3.internal.connection.ConnectionListener$Companion$NONE$1
2430:             1             16  okhttp3.internal.connection.RealConnectionPool$Companion
2431:             1             16  okhttp3.internal.platform.Jdk9Platform
2432:             1             16  okhttp3.internal.platform.Jdk9Platform$Companion
2433:             1             16  okhttp3.internal.platform.Platform$Companion
2434:             1             16  okhttp3.internal.platform.PlatformRegistry
2435:             1             16  okhttp3.internal.tls.BasicCertificateChainCleaner$Companion
2436:             1             16  okhttp3.internal.tls.CertificateChainCleaner$Companion
2437:             1             16  okhttp3.internal.tls.OkHostnameVerifier
2438:             1             16  org.apache.commons.compress.archivers.sevenz.AES256SHA256Decoder
2439:             1             16  org.apache.commons.compress.archivers.sevenz.Coders$BZIP2Decoder
2440:             1             16  org.apache.commons.compress.archivers.sevenz.Coders$CopyDecoder
2441:             1             16  org.apache.commons.compress.archivers.sevenz.Coders$Deflate64Decoder
2442:             1             16  org.apache.commons.compress.archivers.sevenz.Coders$DeflateDecoder
2443:             1             16  org.apache.commons.compress.archivers.sevenz.DeltaDecoder
2444:             1             16  org.apache.commons.compress.archivers.sevenz.LZMA2Decoder
2445:             1             16  org.apache.commons.compress.archivers.sevenz.LZMADecoder
2446:             1             16  org.apache.commons.compress.archivers.sevenz.SevenZFile$$Lambda$315/0x00000008003194a0
2447:             1             16  org.apache.commons.compress.archivers.sevenz.SevenZFile$$Lambda$316/0x00000008003196d8
2448:             1             16  org.apache.commons.compress.archivers.sevenz.SevenZFile$$Lambda$317/0x0000000800319920
2449:             1             16  org.apache.commons.compress.archivers.tar.TarUtils$1
2450:             1             16  org.apache.commons.compress.archivers.zip.ExtraFieldUtils$$Lambda$276/0x0000000800304c10
2451:             1             16  org.apache.commons.compress.archivers.zip.ExtraFieldUtils$$Lambda$277/0x0000000800304e28
2452:             1             16  org.apache.commons.compress.archivers.zip.ExtraFieldUtils$$Lambda$278/0x00000008003052e8
2453:             1             16  org.apache.commons.compress.archivers.zip.ExtraFieldUtils$$Lambda$279/0x0000000800305748
2454:             1             16  org.apache.commons.compress.archivers.zip.ExtraFieldUtils$$Lambda$280/0x0000000800305960
2455:             1             16  org.apache.commons.compress.archivers.zip.ExtraFieldUtils$$Lambda$281/0x0000000800305b78
2456:             1             16  org.apache.commons.compress.archivers.zip.ExtraFieldUtils$$Lambda$282/0x0000000800306060
